backers_count,category,country,spotlight,staff_pick,state,usd_pledged,live_period,state_change_period,usd_goal
3,"{""id"":321,""name"":""Punk"",""slug"":""music/punk"",""position"":15,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/punk""}}}",GB,FALSE,FALSE,failed,85.394763,30,30,341.579052
100,"{""id"":266,""name"":""Footwear"",""slug"":""fashion/footwear"",""position"":5,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/footwear""}}}",US,FALSE,FALSE,canceled,9753,33,24,29000
7,"{""id"":272,""name"":""Mobile Games"",""slug"":""games/mobile games"",""position"":3,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/mobile%20games""}}}",US,FALSE,FALSE,failed,76,30,30,5000
11,"{""id"":301,""name"":""Science Fiction"",""slug"":""film & video/science fiction"",""position"":15,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/science%20fiction""}}}",US,FALSE,FALSE,failed,587,40,40,20000
2,"{""id"":50,""name"":""Poetry"",""slug"":""publishing/poetry"",""position"":11,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/poetry""}}}",US,FALSE,FALSE,failed,32,5,5,775
2,"{""id"":345,""name"":""DIY"",""slug"":""crafts/diy"",""position"":3,""parent_id"":26,""parent_name"":""Crafts"",""color"":16744876,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/crafts/diy""}}}",US,FALSE,FALSE,failed,26,30,30,500
3,"{""id"":259,""name"":""Civic Design"",""slug"":""design/civic design"",""position"":2,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/civic%20design""}}}",DE,FALSE,FALSE,failed,76.08595434,45,45,5764.087449999999
8,"{""id"":50,""name"":""Poetry"",""slug"":""publishing/poetry"",""position"":11,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/poetry""}}}",IT,FALSE,FALSE,canceled,415.42869,32,26,4431.2393600000005
21,"{""id"":262,""name"":""Accessories"",""slug"":""fashion/accessories"",""position"":1,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/accessories""}}}",US,TRUE,FALSE,successful,482,7,7,300
77,"{""id"":296,""name"":""Fantasy"",""slug"":""film & video/fantasy"",""position"":8,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/fantasy""}}}",US,FALSE,FALSE,failed,6113,29,29,20000
136,"{""id"":16,""name"":""Technology"",""slug"":""technology"",""position"":14,""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology""}}}",US,TRUE,FALSE,successful,12351,38,38,3000
0,"{""id"":53,""name"":""Public Art"",""slug"":""art/public art"",""position"":9,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/public%20art""}}}",US,FALSE,FALSE,failed,0,45,45,5000
62,"{""id"":254,""name"":""Performances"",""slug"":""dance/performances"",""position"":1,""parent_id"":6,""parent_name"":""Dance"",""color"":10917369,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/dance/performances""}}}",US,TRUE,FALSE,successful,2813,44,44,2500
14,"{""id"":16,""name"":""Technology"",""slug"":""technology"",""position"":14,""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology""}}}",ES,TRUE,FALSE,successful,2954.11765149,22,22,2941.176475
18,"{""id"":21,""name"":""Digital Art"",""slug"":""art/digital art"",""position"":3,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/digital%20art""}}}",NL,FALSE,FALSE,failed,2349.58877296,42,42,106493.76594999999
28,"{""id"":42,""name"":""Pop"",""slug"":""music/pop"",""position"":14,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/pop""}}}",US,TRUE,FALSE,successful,1585,8,8,1500
470,"{""id"":42,""name"":""Pop"",""slug"":""music/pop"",""position"":14,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/pop""}}}",US,TRUE,FALSE,successful,41772,30,30,40000
60,"{""id"":31,""name"":""Narrative Film"",""slug"":""film & video/narrative film"",""position"":13,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film""}}}",US,TRUE,FALSE,successful,5312,30,30,5000
1254,"{""id"":339,""name"":""Sound"",""slug"":""technology/sound"",""position"":12,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/sound""}}}",DE,TRUE,TRUE,successful,316637.97235385,30,30,21124.901
109,"{""id"":332,""name"":""Apps"",""slug"":""technology/apps"",""position"":2,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/apps""}}}",GB,TRUE,FALSE,successful,8554.30430096,32,32,8496.787585
0,"{""id"":39,""name"":""Hip-Hop"",""slug"":""music/hip-hop"",""position"":8,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/hip-hop""}}}",CA,FALSE,FALSE,failed,0,30,30,816.7332299999999
71,"{""id"":319,""name"":""Kids"",""slug"":""music/kids"",""position"":11,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/kids""}}}",US,FALSE,TRUE,failed,5059,34,34,10000
68,"{""id"":32,""name"":""Shorts"",""slug"":""film & video/shorts"",""position"":16,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/shorts""}}}",GB,TRUE,TRUE,successful,8406.1786144,30,30,7857.4655999999995
244,"{""id"":253,""name"":""Webcomics"",""slug"":""comics/webcomics"",""position"":5,""parent_id"":3,""parent_name"":""Comics"",""color"":16776056,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/comics/webcomics""}}}",AU,TRUE,FALSE,successful,8956.8526164,28,28,3768.1332
0,"{""id"":39,""name"":""Hip-Hop"",""slug"":""music/hip-hop"",""position"":8,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/hip-hop""}}}",US,FALSE,FALSE,failed,0,30,30,35000
14,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}",US,TRUE,FALSE,successful,606,30,30,500
0,"{""id"":312,""name"":""Restaurants"",""slug"":""food/restaurants"",""position"":9,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/restaurants""}}}",DE,FALSE,FALSE,failed,0,60,60,67570.5354
112,"{""id"":41,""name"":""Jazz"",""slug"":""music/jazz"",""position"":10,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/jazz""}}}",US,TRUE,TRUE,successful,6308.41,30,30,6000
257,"{""id"":337,""name"":""Gadgets"",""slug"":""technology/gadgets"",""position"":7,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/gadgets""}}}",CA,TRUE,FALSE,successful,39676.47292125,29,29,19401.698249999998
110,"{""id"":342,""name"":""Web"",""slug"":""technology/web"",""position"":15,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/web""}}}",US,TRUE,FALSE,successful,19398,60,60,18000
35,"{""id"":29,""name"":""Animation"",""slug"":""film & video/animation"",""position"":2,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/animation""}}}",US,TRUE,TRUE,successful,2062.84,60,60,2000
38,"{""id"":249,""name"":""Anthologies"",""slug"":""comics/anthologies"",""position"":1,""parent_id"":3,""parent_name"":""Comics"",""color"":16776056,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/comics/anthologies""}}}",US,FALSE,FALSE,failed,959,30,30,3000
10,"{""id"":296,""name"":""Fantasy"",""slug"":""film & video/fantasy"",""position"":8,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/fantasy""}}}",US,TRUE,FALSE,successful,4443,35,35,3000
2,"{""id"":311,""name"":""Food Trucks"",""slug"":""food/food trucks"",""position"":8,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/food%20trucks""}}}",AT,FALSE,FALSE,failed,29.62767888,40,40,16459.8216
5,"{""id"":39,""name"":""Hip-Hop"",""slug"":""music/hip-hop"",""position"":8,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/hip-hop""}}}",US,FALSE,FALSE,failed,34,31,31,500
1,"{""id"":308,""name"":""Events"",""slug"":""food/events"",""position"":5,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/events""}}}",US,FALSE,FALSE,failed,5,30,30,20000
141,"{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}",GB,TRUE,TRUE,successful,19713.33911511,31,31,18294.670570000002
1,"{""id"":328,""name"":""Young Adult"",""slug"":""publishing/young adult"",""position"":14,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/young%20adult""}}}",US,FALSE,FALSE,canceled,20,30,2,3500
29,"{""id"":285,""name"":""Plays"",""slug"":""theater/plays"",""position"":6,""parent_id"":17,""parent_name"":""Theater"",""color"":16743775,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/theater/plays""}}}",US,TRUE,FALSE,successful,2055,10,10,2000
48,"{""id"":292,""name"":""Comedy"",""slug"":""film & video/comedy"",""position"":3,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/comedy""}}}",US,TRUE,FALSE,successful,16215,31,31,16000
64,"{""id"":276,""name"":""Fine Art"",""slug"":""photography/fine art"",""position"":2,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/fine%20art""}}}",US,TRUE,FALSE,successful,3978,45,45,500
66,"{""id"":345,""name"":""DIY"",""slug"":""crafts/diy"",""position"":3,""parent_id"":26,""parent_name"":""Crafts"",""color"":16744876,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/crafts/diy""}}}",AU,TRUE,TRUE,successful,2084.94570396,21,21,905.186268
78,"{""id"":270,""name"":""Gaming Hardware"",""slug"":""games/gaming hardware"",""position"":1,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/gaming%20hardware""}}}",IT,FALSE,FALSE,canceled,29966.1819871,60,48,56894.213
11,"{""id"":297,""name"":""Horror"",""slug"":""film & video/horror"",""position"":10,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/horror""}}}",US,FALSE,FALSE,failed,895,49,49,975
110,"{""id"":302,""name"":""Thrillers"",""slug"":""film & video/thrillers"",""position"":18,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/thrillers""}}}",US,TRUE,TRUE,successful,50110.45,30,30,50000
16,"{""id"":50,""name"":""Poetry"",""slug"":""publishing/poetry"",""position"":11,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/poetry""}}}",US,TRUE,FALSE,successful,478,15,15,150
100,"{""id"":250,""name"":""Comic Books"",""slug"":""comics/comic books"",""position"":2,""parent_id"":3,""parent_name"":""Comics"",""color"":16776056,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/comics/comic%20books""}}}",GB,TRUE,FALSE,successful,1675.16821305,23,23,608.267325
0,"{""id"":292,""name"":""Comedy"",""slug"":""film & video/comedy"",""position"":3,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/comedy""}}}",GB,FALSE,FALSE,failed,0,30,30,13715.72784
75,"{""id"":28,""name"":""Product Design"",""slug"":""design/product design"",""position"":5,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/product%20design""}}}",CA,TRUE,FALSE,successful,7153.9463353496,30,30,4542.52944
188,"{""id"":341,""name"":""Wearables"",""slug"":""technology/wearables"",""position"":14,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/wearables""}}}",US,FALSE,FALSE,failed,25655,41,41,55650
49,"{""id"":38,""name"":""Electronic Music"",""slug"":""music/electronic music"",""position"":6,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/electronic%20music""}}}",US,TRUE,FALSE,successful,1826,14,14,1000
75,"{""id"":28,""name"":""Product Design"",""slug"":""design/product design"",""position"":5,""parent_id"":7,""parent_name"":""Design"",""color"":2577151,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/design/product%20design""}}}",US,TRUE,FALSE,successful,32346,29,29,25000
2218,"{""id"":31,""name"":""Narrative Film"",""slug"":""film & video/narrative film"",""position"":13,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/narrative%20film""}}}",US,TRUE,TRUE,successful,158000.68,37,37,150000
44,"{""id"":42,""name"":""Pop"",""slug"":""music/pop"",""position"":14,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/pop""}}}",US,TRUE,FALSE,successful,4080,33,33,4000
1137,"{""id"":22,""name"":""Illustration"",""slug"":""art/illustration"",""position"":4,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/illustration""}}}",US,TRUE,FALSE,successful,58508,32,32,15000
452,"{""id"":47,""name"":""Fiction"",""slug"":""publishing/fiction"",""position"":7,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/fiction""}}}",US,TRUE,TRUE,successful,10663,45,45,2500
171,"{""id"":45,""name"":""Art Books"",""slug"":""publishing/art books"",""position"":3,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/art%20books""}}}",US,TRUE,TRUE,successful,13085,30,30,12000
42,"{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}",US,TRUE,FALSE,successful,10320,30,30,10000
29,"{""id"":288,""name"":""Installations"",""slug"":""art/installations"",""position"":5,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/installations""}}}",US,TRUE,FALSE,successful,573,31,31,325
6,"{""id"":25,""name"":""Sculpture"",""slug"":""art/sculpture"",""position"":10,""parent_id"":1,""parent_name"":""Art"",""color"":16760235,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/art/sculpture""}}}",GB,FALSE,FALSE,failed,140.92144252,30,30,382.93870250000003
5,"{""id"":267,""name"":""Jewelry"",""slug"":""fashion/jewelry"",""position"":6,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/jewelry""}}}",FR,FALSE,FALSE,failed,201.60056112,29,29,21110.0064
23,"{""id"":49,""name"":""Periodicals"",""slug"":""publishing/periodicals"",""position"":10,""parent_id"":18,""parent_name"":""Publishing"",""color"":14867664,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/publishing/periodicals""}}}",US,TRUE,FALSE,successful,509,29,29,400
